ts,run_id,rpm,rpm_setpoint,torque_ftlbs,hp,pressure_psi,valve_cmd_pct,cht_c,control_mode,sim_status,limiter_active
2026-05-23T14:08:19.873+00:00,46,3113,4000,10.7,6.342,0,0.0,33,2,1,0
2026-05-23T14:08:19.972+00:00,46,3396,4000,10.1,6.531,0,0.0,33,2,1,0
2026-05-23T14:08:20.072+00:00,46,3735,4000,9.8,6.969,0,0.0,33,2,1,0
2026-05-23T14:08:20.172+00:00,46,3835,4000,9.8,7.156,0,0.0,33,2,1,0
2026-05-23T14:08:20.272+00:00,46,4102,4000,9.6,7.498,0,0.0,33,2,1,0
2026-05-23T14:08:20.372+00:00,46,4333,4000,9.3,7.673,0,0.0,33,2,1,0
2026-05-23T14:08:20.559+00:00,46,4753,4000,9.3,8.416,8,7.77,33,2,1,0
2026-05-23T14:08:20.659+00:00,46,5042,4000,9.4,9.024,18,7.77,33,2,1,0
2026-05-23T14:08:20.758+00:00,46,5317,4000,9.4,9.516,61,21.61,33,2,1,0
2026-05-23T14:08:20.859+00:00,46,5506,4000,9.4,9.855,150,21.61,33,2,1,0
2026-05-23T14:08:20.959+00:00,46,5636,4000,9.0,9.658,218,21.61,33,2,1,0
2026-05-23T14:08:21.059+00:00,46,5676,4000,8.5,9.186,499,38.24,33,2,1,0
2026-05-23T14:08:21.158+00:00,46,5855,4000,8.3,9.253,716,38.24,33,2,1,0
2026-05-23T14:08:21.258+00:00,46,5873,4000,8.3,9.281,966,52.86,33,2,1,0
2026-05-23T14:08:21.359+00:00,46,5664,4000,8.6,9.275,1332,52.86,34,2,1,0
2026-05-23T14:08:21.544+00:00,46,5498,4000,9.4,9.84,1616,59.63,35,2,1,0
2026-05-23T14:08:21.645+00:00,46,5362,4000,9.4,9.597,1689,59.63,36,2,1,0
2026-05-23T14:08:21.744+00:00,46,5056,4000,9.4,9.049,1665,60.72,37,2,1,0
2026-05-23T14:08:21.844+00:00,46,4951,4000,9.4,8.861,1623,60.72,38,2,1,0
2026-05-23T14:08:21.944+00:00,46,4793,4000,9.3,8.487,1548,60.72,38,2,1,0
2026-05-23T14:08:22.044+00:00,46,4730,4000,9.2,8.286,1383,55.7,39,2,1,0
2026-05-23T14:08:22.144+00:00,46,4677,4000,9.2,8.193,1256,55.7,39,2,1,0
2026-05-23T14:08:22.244+00:00,46,4566,4000,9.1,7.911,1189,54.58,40,2,1,0
2026-05-23T14:08:22.344+00:00,46,4484,4000,9.1,7.769,1123,54.58,40,2,1,0
2026-05-23T14:08:22.444+00:00,46,4398,4000,9.1,7.62,1089,54.58,41,2,1,0
2026-05-23T14:08:22.544+00:00,46,4529,4000,9.2,7.934,1116,57.84,41,2,1,0
2026-05-23T14:08:22.644+00:00,46,4355,4000,9.2,7.629,1134,57.84,41,2,1,0
2026-05-23T14:08:22.744+00:00,46,4365,4000,9.3,7.729,1119,54.73,42,2,1,0
2026-05-23T14:08:22.844+00:00,46,4296,4000,9.3,7.607,1052,54.73,42,2,1,0
2026-05-23T14:08:22.944+00:00,46,4395,4000,9.4,7.866,1018,54.73,42,2,1,0
2026-05-23T14:08:23.044+00:00,46,4382,4000,9.4,7.843,1043,58.53,43,2,1,0
2026-05-23T14:08:23.144+00:00,46,4290,4000,9.4,7.678,1084,58.53,43,2,1,0
2026-05-23T14:08:23.244+00:00,46,4314,4000,9.5,7.803,1091,58.53,43,2,1,0
2026-05-23T14:08:23.344+00:00,46,4282,4000,9.5,7.745,1071,57.8,44,2,1,0
2026-05-23T14:08:23.581+00:00,46,4121,4000,9.6,7.533,1069,59.36,45,2,1,0
2026-05-23T14:08:23.681+00:00,46,4196,4000,9.6,7.67,1074,59.36,45,2,1,0
2026-05-23T14:08:23.781+00:00,46,4174,4000,9.6,7.63,1062,57.91,45,2,1,0
2026-05-23T14:08:23.881+00:00,46,4154,4000,9.6,7.593,1035,57.91,45,2,1,0
2026-05-23T14:08:23.981+00:00,46,4104,4000,9.6,7.502,1020,57.91,46,2,1,0
2026-05-23T14:08:24.081+00:00,46,3997,4000,9.6,7.306,1002,57.11,46,2,1,0
2026-05-23T14:08:24.181+00:00,46,4070,4000,9.6,7.439,989,57.11,46,2,1,0
2026-05-23T14:08:24.281+00:00,46,4145,4000,9.6,7.577,984,56.79,47,2,1,0
2026-05-23T14:08:24.381+00:00,46,4052,4000,9.6,7.407,977,56.79,47,2,1,0
2026-05-23T14:08:24.576+00:00,46,4054,4000,9.6,7.41,1003,59.12,47,2,1,0
2026-05-23T14:08:24.671+00:00,46,4091,4000,9.6,7.478,1026,59.12,48,2,1,0
2026-05-23T14:08:24.771+00:00,46,4109,4000,9.7,7.589,1035,57.54,48,2,1,0
2026-05-23T14:08:24.870+00:00,46,4001,4000,9.7,7.39,1008,57.54,48,2,1,0
2026-05-23T14:08:24.970+00:00,46,4008,4000,9.7,7.402,996,57.54,48,2,1,0
2026-05-23T14:08:25.070+00:00,46,4132,4000,9.7,7.631,989,57.31,49,2,1,0
2026-05-23T14:08:25.170+00:00,46,4000,4000,9.7,7.388,984,57.31,49,2,1,0
2026-05-23T14:08:25.270+00:00,46,4034,4000,9.7,7.45,983,57.31,49,2,1,0
2026-05-23T14:08:25.370+00:00,46,4075,4000,9.7,7.526,981,57.2,49,2,1,0
2026-05-23T14:08:25.470+00:00,46,3990,4000,9.7,7.369,981,57.2,50,2,1,0
2026-05-23T14:08:25.570+00:00,46,4120,4000,9.7,7.609,998,58.91,50,2,1,0
2026-05-23T14:08:25.670+00:00,46,4024,4000,9.7,7.432,1018,58.91,50,2,1,0
2026-05-23T14:08:25.770+00:00,46,4056,4000,9.7,7.491,1026,58.91,50,2,1,0
2026-05-23T14:08:25.870+00:00,46,4151,4000,9.7,7.667,1036,59.51,51,2,1,0
2026-05-23T14:08:25.970+00:00,46,4118,4000,9.7,7.606,1039,59.51,51,2,1,0
2026-05-23T14:08:26.070+00:00,46,4040,4000,9.7,7.462,1022,57.68,51,2,1,0
2026-05-23T14:08:26.170+00:00,46,4053,4000,9.7,7.486,994,57.68,51,2,1,0
2026-05-23T14:08:26.270+00:00,46,4076,4000,9.7,7.528,985,57.68,52,2,1,0
2026-05-23T14:08:26.370+00:00,46,4006,4000,9.7,7.399,1023,60.21,52,2,1,0
2026-05-23T14:08:26.556+00:00,46,3989,4000,9.7,7.367,1042,59.38,52,2,1,0
2026-05-23T14:08:26.659+00:00,46,3997,4000,9.8,7.458,1028,59.38,53,2,1,0
2026-05-23T14:08:26.756+00:00,46,4032,4000,9.8,7.524,1021,59.38,53,2,1,0
2026-05-23T14:08:26.856+00:00,46,4088,4000,9.8,7.628,1000,58.1,53,2,1,0
2026-05-23T14:08:26.956+00:00,46,4087,4000,9.8,7.626,986,58.1,53,2,1,0
2026-05-23T14:08:27.056+00:00,46,3981,4000,9.8,7.428,986,59.91,54,2,1,0
2026-05-23T14:08:27.156+00:00,46,3927,4000,9.8,7.328,1014,59.91,54,2,1,0
2026-05-23T14:08:27.256+00:00,46,4079,4000,9.8,7.611,1025,59.91,54,2,1,0
2026-05-23T14:08:27.356+00:00,46,3995,4000,9.8,7.454,996,57.27,54,2,1,0
2026-05-23T14:08:27.541+00:00,46,4045,4000,9.8,7.548,960,57.27,55,2,1,0
2026-05-23T14:08:27.641+00:00,46,4007,4000,9.7,7.401,963,57.51,55,2,1,0
2026-05-23T14:08:27.741+00:00,46,3938,4000,9.7,7.273,966,57.51,55,2,1,0
2026-05-23T14:08:27.841+00:00,46,4073,4000,9.7,7.522,969,57.55,55,2,1,0
2026-05-23T14:08:27.941+00:00,46,3943,4000,9.7,7.282,973,57.55,56,2,1,0
2026-05-23T14:08:28.041+00:00,46,4112,4000,9.7,7.595,975,57.55,56,2,1,0
2026-05-23T14:08:28.141+00:00,46,4143,4000,9.7,7.652,975,57.4,56,2,1,0
2026-05-23T14:08:28.241+00:00,46,4018,4000,9.7,7.421,976,57.4,56,2,1,0
2026-05-23T14:08:28.341+00:00,46,4148,4000,9.7,7.661,994,60.56,56,2,1,0
2026-05-23T14:08:28.441+00:00,46,4078,4000,9.7,7.532,1044,60.56,57,2,1,0
2026-05-23T14:08:28.541+00:00,46,3957,4000,9.7,7.308,1059,60.56,57,2,1,0
2026-05-23T14:08:28.641+00:00,46,3957,4000,9.7,7.308,1032,58.7,57,2,1,0
2026-05-23T14:08:28.741+00:00,46,3917,4000,9.7,7.234,1014,58.7,57,2,1,0
2026-05-23T14:08:28.841+00:00,46,4008,4000,9.7,7.402,1007,58.99,58,2,1,0
2026-05-23T14:08:28.941+00:00,46,4023,4000,9.7,7.43,1008,58.99,58,2,1,0
2026-05-23T14:08:29.041+00:00,46,4084,4000,9.8,7.621,1008,58.99,58,2,1,0
2026-05-23T14:08:29.141+00:00,46,4059,4000,9.8,7.574,979,56.91,58,2,1,0
2026-05-23T14:08:29.241+00:00,46,4059,4000,9.7,7.497,960,56.91,59,2,1,0
2026-05-23T14:08:29.341+00:00,46,4057,4400,9.7,7.493,935,49.98,59,2,1,0
2026-05-23T14:08:29.577+00:00,46,4103,4400,9.6,7.5,792,49.98,59,2,1,0
2026-05-23T14:08:29.677+00:00,46,4129,4400,9.5,7.469,780,49.23,59,2,1,0
2026-05-23T14:08:29.777+00:00,46,4217,4400,9.5,7.628,784,49.23,59,2,1,0
2026-05-23T14:08:29.877+00:00,46,4288,4400,9.4,7.675,792,48.89,59,2,1,0
2026-05-23T14:08:29.977+00:00,46,4219,4400,9.4,7.551,799,48.89,60,2,1,0
2026-05-23T14:08:30.077+00:00,46,4372,4400,9.3,7.742,810,48.89,60,2,1,0
2026-05-23T14:08:30.177+00:00,46,4347,4400,9.3,7.697,830,49.46,60,2,1,0
2026-05-23T14:08:30.277+00:00,46,4349,4400,9.2,7.618,846,49.46,60,2,1,0
2026-05-23T14:08:30.377+00:00,46,4459,4400,9.2,7.811,878,52.17,60,2,1,0
2026-05-23T14:08:30.565+00:00,46,4409,4400,9.2,7.723,943,52.17,61,2,1,0
2026-05-23T14:08:30.665+00:00,46,4473,4400,9.2,7.835,942,51.46,61,2,1,0
2026-05-23T14:08:30.765+00:00,46,4331,4400,9.2,7.587,937,51.46,61,2,1,0
2026-05-23T14:08:30.865+00:00,46,4479,4400,9.2,7.846,944,54.2,61,2,1,0
2026-05-23T14:08:30.965+00:00,46,4441,4400,9.2,7.779,994,54.2,62,2,1,0
2026-05-23T14:08:31.065+00:00,46,4363,4400,9.2,7.643,1009,54.2,62,2,1,0
2026-05-23T14:08:31.165+00:00,46,4383,4400,9.2,7.678,977,51.82,62,2,1,0
2026-05-23T14:08:31.265+00:00,46,4306,4400,9.2,7.543,951,51.82,62,2,1,0
2026-05-23T14:08:31.365+00:00,46,4294,4400,9.2,7.522,941,51.93,62,2,1,0
2026-05-23T14:08:31.465+00:00,46,4344,4400,9.2,7.609,938,51.93,63,2,1,0
2026-05-23T14:08:31.565+00:00,46,4467,4400,9.2,7.825,938,51.93,63,2,1,0
2026-05-23T14:08:31.665+00:00,46,4394,4400,9.2,7.697,961,53.71,63,2,1,0
2026-05-23T14:08:31.765+00:00,46,4305,4400,9.2,7.541,982,53.71,63,2,1,0
2026-05-23T14:08:31.865+00:00,46,4370,4400,9.3,7.738,988,53.71,63,2,1,0
2026-05-23T14:08:31.965+00:00,46,4447,4400,9.3,7.875,989,53.73,64,2,1,0
2026-05-23T14:08:32.065+00:00,46,4412,4400,9.3,7.813,987,53.73,64,2,1,0
2026-05-23T14:08:32.166+00:00,46,4267,4400,9.3,7.556,981,53.45,64,2,1,0
2026-05-23T14:08:32.265+00:00,46,4282,4400,9.3,7.582,975,53.45,64,2,1,0
2026-05-23T14:08:32.365+00:00,46,4247,4400,9.3,7.52,971,53.45,65,2,1,0
2026-05-23T14:08:32.601+00:00,46,4359,4400,9.3,7.719,909,51.28,65,2,1,0
2026-05-23T14:08:32.701+00:00,46,4426,4400,9.3,7.837,910,51.45,65,2,1,0
2026-05-23T14:08:32.801+00:00,46,4291,4400,9.3,7.598,913,51.45,65,2,1,0
2026-05-23T14:08:32.901+00:00,46,4383,4400,9.3,7.761,920,52.84,66,2,1,0
2026-05-23T14:08:33.001+00:00,46,4391,4400,9.2,7.692,948,52.84,66,2,1,0
2026-05-23T14:08:33.101+00:00,46,4304,4400,9.3,7.621,958,52.84,66,2,1,0
2026-05-23T14:08:33.201+00:00,46,4455,4400,9.3,7.889,979,54.03,66,2,1,0
2026-05-23T14:08:33.301+00:00,46,4377,4400,9.3,7.751,991,54.03,66,2,1,0
2026-05-23T14:08:33.401+00:00,46,4340,4400,9.3,7.685,989,52.42,67,2,1,0
2026-05-23T14:08:33.537+00:00,46,4445,4400,9.3,7.871,954,52.42,67,2,1,0
2026-05-23T14:08:33.637+00:00,46,4265,4400,9.3,7.552,946,52.42,67,2,1,0
2026-05-23T14:08:33.737+00:00,46,4317,4400,9.3,7.644,900,50.08,67,2,1,0
2026-05-23T14:08:33.837+00:00,46,4388,4400,9.3,7.77,883,50.08,67,2,1,0
2026-05-23T14:08:33.937+00:00,46,4293,4400,9.2,7.52,882,50.32,67,2,1,0
2026-05-23T14:08:34.037+00:00,46,4467,4400,9.2,7.825,887,50.32,68,2,1,0
2026-05-23T14:08:34.137+00:00,46,4340,4400,9.2,7.602,891,50.32,68,2,1,0
2026-05-23T14:08:34.237+00:00,46,4350,4400,9.2,7.62,900,50.57,68,2,1,0
2026-05-23T14:08:34.337+00:00,46,4461,4400,9.2,7.814,906,50.57,68,2,1,0
2026-05-23T14:08:34.437+00:00,46,4526,4400,9.2,7.928,931,52.99,68,2,1,0
2026-05-23T14:08:34.537+00:00,46,4473,4400,9.2,7.835,967,52.99,68,2,1,0
2026-05-23T14:08:34.637+00:00,46,4386,4400,9.2,7.683,982,52.99,69,2,1,0
2026-05-23T14:08:34.737+00:00,46,4377,4400,9.2,7.667,1011,54.54,69,2,1,0
2026-05-23T14:08:34.837+00:00,46,4436,4400,9.2,7.771,1024,54.54,69,2,1,0
2026-05-23T14:08:34.937+00:00,46,4391,4400,9.2,7.692,1018,53.44,69,2,1,0
2026-05-23T14:08:35.037+00:00,46,4276,4400,9.3,7.572,995,53.44,69,2,1,0
2026-05-23T14:08:35.137+00:00,46,4345,4400,9.3,7.694,985,53.44,70,2,1,0
2026-05-23T14:08:35.237+00:00,46,4355,4400,9.3,7.712,941,51.05,70,2,1,0
2026-05-23T14:08:35.337+00:00,46,4316,4400,9.3,7.643,916,51.05,70,2,1,0
2026-05-23T14:08:35.572+00:00,46,4423,4400,9.2,7.748,908,51.1,70,2,1,0
2026-05-23T14:08:35.673+00:00,46,4331,4400,9.2,7.587,911,52.73,70,2,1,0
2026-05-23T14:08:35.772+00:00,46,4346,4400,9.2,7.613,946,52.73,71,2,1,0
2026-05-23T14:08:35.872+00:00,46,4389,4400,9.2,7.688,958,52.73,71,2,1,0
2026-05-23T14:08:35.972+00:00,46,4341,4400,9.2,7.604,953,51.9,71,2,1,0
2026-05-23T14:08:36.072+00:00,46,4359,4400,9.2,7.636,945,51.9,71,2,1,0
2026-05-23T14:08:36.172+00:00,46,4301,4400,9.2,7.534,941,51.9,71,2,1,0
2026-05-23T14:08:36.272+00:00,46,4463,4400,9.2,7.818,910,50.3,71,2,1,0
2026-05-23T14:08:36.373+00:00,46,4413,4400,9.2,7.73,899,50.3,72,2,1,0
2026-05-23T14:08:36.472+00:00,46,4338,4400,9.2,7.599,899,50.5,72,2,1,0
2026-05-23T14:08:36.572+00:00,46,4475,4400,9.2,7.839,903,50.5,72,2,1,0
2026-05-23T14:08:36.672+00:00,46,4355,4400,9.2,7.629,906,50.5,72,2,1,0
2026-05-23T14:08:36.772+00:00,46,4532,4400,9.2,7.939,920,51.13,72,2,1,0
2026-05-23T14:08:36.872+00:00,46,4476,4400,9.2,7.841,928,51.13,72,2,1,0
2026-05-23T14:08:36.972+00:00,46,4511,4400,9.2,7.902,947,53.0,73,2,1,0
2026-05-23T14:08:37.072+00:00,46,4442,4400,9.2,7.781,977,53.0,73,2,1,0
2026-05-23T14:08:37.172+00:00,46,4370,4400,9.2,7.655,986,53.0,73,2,1,0
2026-05-23T14:08:37.272+00:00,46,4438,4400,9.2,7.774,995,53.48,73,2,1,0
2026-05-23T14:08:37.372+00:00,46,4376,4400,9.2,7.665,997,53.48,73,2,1,0
2026-05-23T14:08:37.472+00:00,46,4295,4400,9.2,7.524,999,53.97,73,2,1,0
2026-05-23T14:08:37.572+00:00,46,4335,4400,9.2,7.594,1003,53.97,74,2,1,0
2026-05-23T14:08:37.672+00:00,46,4320,4400,9.3,7.65,1001,53.97,74,2,1,0
2026-05-23T14:08:37.772+00:00,46,4374,4400,9.3,7.745,942,50.5,74,2,1,0
2026-05-23T14:08:37.872+00:00,46,4344,4400,9.3,7.692,908,50.5,74,2,1,0
2026-05-23T14:08:37.972+00:00,46,4450,4400,9.2,7.795,893,49.88,74,2,1,0
2026-05-23T14:08:38.072+00:00,46,4444,4400,9.2,7.785,881,49.88,74,2,1,0
2026-05-23T14:08:38.172+00:00,46,4355,4400,9.2,7.629,880,49.88,74,2,1,0
2026-05-23T14:08:38.272+00:00,46,4423,4400,9.2,7.748,935,53.63,75,2,1,0
2026-05-23T14:08:38.372+00:00,46,4342,4400,9.2,7.606,980,53.63,75,2,1,0
2026-05-23T14:08:38.472+00:00,46,4436,4400,9.2,7.771,984,50.73,75,2,1,0
2026-05-23T14:08:38.572+00:00,46,4476,4400,9.2,7.841,938,50.73,75,2,1,0
2026-05-23T14:08:38.672+00:00,46,4328,4400,9.2,7.581,918,50.73,75,2,1,0
2026-05-23T14:08:38.772+00:00,46,4350,4400,9.2,7.62,917,51.11,75,2,1,0
2026-05-23T14:08:38.872+00:00,46,4435,4400,9.2,7.769,921,51.11,75,2,1,0
2026-05-23T14:08:38.972+00:00,46,4455,4400,9.2,7.804,923,52.61,76,2,1,0
2026-05-23T14:08:39.072+00:00,46,4415,4400,9.2,7.734,955,52.61,76,2,1,0
2026-05-23T14:08:39.172+00:00,46,4447,4400,9.2,7.79,966,52.61,76,2,1,0
2026-05-23T14:08:39.272+00:00,46,4359,4400,9.2,7.636,972,52.79,76,2,1,0
2026-05-23T14:08:39.372+00:00,46,4424,4400,9.2,7.75,974,52.79,76,2,1,0
2026-05-23T14:08:39.472+00:00,46,4375,4400,9.2,7.664,973,52.79,76,2,1,0
2026-05-23T14:08:39.572+00:00,46,4516,4800,9.2,7.911,769,41.62,76,2,1,0
2026-05-23T14:08:39.672+00:00,46,4541,4800,9.1,7.868,691,41.62,77,2,1,0
2026-05-23T14:08:39.772+00:00,46,4470,4800,9.1,7.745,687,43.21,77,2,1,0
2026-05-23T14:08:39.872+00:00,46,4536,4800,9.2,7.946,708,43.21,77,2,1,0
2026-05-23T14:08:39.972+00:00,46,4623,4800,9.2,8.098,725,43.21,77,2,1,0
2026-05-23T14:08:40.072+00:00,46,4732,4800,9.2,8.289,753,43.8,77,2,1,0
2026-05-23T14:08:40.172+00:00,46,4687,4800,9.3,8.3,772,43.8,77,2,1,0
2026-05-23T14:08:40.272+00:00,46,4875,4800,9.3,8.632,792,44.13,77,2,1,0
2026-05-23T14:08:40.372+00:00,46,4900,4800,9.3,8.677,810,44.13,77,2,1,0
2026-05-23T14:08:40.472+00:00,46,4908,4800,9.3,8.691,824,44.13,77,2,1,0
2026-05-23T14:08:40.572+00:00,46,4912,4800,9.4,8.791,922,48.75,77,2,1,0
2026-05-23T14:08:40.672+00:00,46,4881,4800,9.4,8.736,978,48.75,78,2,1,0
2026-05-23T14:08:40.772+00:00,46,4776,4800,9.4,8.548,1009,50.05,78,2,1,0
2026-05-23T14:08:40.872+00:00,46,4756,4800,9.3,8.422,1036,50.05,78,2,1,0
2026-05-23T14:08:40.972+00:00,46,4757,4800,9.3,8.423,1043,50.05,78,2,1,0
2026-05-23T14:08:41.072+00:00,46,4833,4800,9.3,8.558,1043,50.18,78,2,1,0
2026-05-23T14:08:41.172+00:00,46,4882,4800,9.3,8.645,1038,50.18,79,2,1,0
2026-05-23T14:08:41.272+00:00,46,4730,4800,9.3,8.376,1013,47.31,79,2,1,0
2026-05-23T14:08:41.372+00:00,46,4688,4800,9.3,8.301,954,47.31,79,2,1,0
2026-05-23T14:08:41.472+00:00,46,4672,4800,9.3,8.273,934,47.31,79,2,1,0
2026-05-23T14:08:41.572+00:00,46,4746,4800,9.3,8.404,905,46.12,79,2,1,0
2026-05-23T14:08:41.672+00:00,46,4842,4800,9.3,8.574,892,46.12,79,2,1,0
2026-05-23T14:08:41.772+00:00,46,4756,4800,9.3,8.422,889,46.05,79,2,1,0
2026-05-23T14:08:41.872+00:00,46,4822,4800,9.3,8.539,890,46.05,80,2,1,0
2026-05-23T14:08:41.972+00:00,46,4875,4800,9.3,8.632,894,46.05,80,2,1,0
2026-05-23T14:08:42.072+00:00,46,4869,4800,9.3,8.622,948,49.26,80,2,1,0
2026-05-23T14:08:42.172+00:00,46,4876,4800,9.3,8.634,991,49.26,80,2,1,0
2026-05-23T14:08:42.272+00:00,46,4890,4800,9.3,8.659,1003,48.61,80,2,1,0
2026-05-23T14:08:42.372+00:00,46,4871,4800,9.3,8.625,993,48.61,80,2,1,0
2026-05-23T14:08:42.472+00:00,46,4774,4800,9.3,8.454,987,48.61,81,2,1,0
2026-05-23T14:08:42.572+00:00,46,4867,4800,9.3,8.618,1002,49.99,81,2,1,0
2026-05-23T14:08:42.672+00:00,46,4794,4800,9.3,8.489,1017,49.99,81,2,1,0
2026-05-23T14:08:42.772+00:00,46,4801,4800,9.3,8.501,1019,46.46,81,2,1,0
2026-05-23T14:08:42.872+00:00,46,4790,4800,9.3,8.482,938,46.46,81,2,1,0
2026-05-23T14:08:42.972+00:00,46,4792,4800,9.3,8.485,911,46.46,81,2,1,0
2026-05-23T14:08:43.072+00:00,46,4793,4800,9.3,8.487,919,47.83,82,2,1,0
2026-05-23T14:08:43.172+00:00,46,4745,4800,9.3,8.402,934,47.83,82,2,1,0
2026-05-23T14:08:43.272+00:00,46,4874,4800,9.3,8.631,942,47.83,82,2,1,0
2026-05-23T14:08:43.372+00:00,46,4854,4800,9.3,8.595,928,46.99,82,2,1,0
2026-05-23T14:08:43.472+00:00,46,4843,4800,9.3,8.576,924,46.99,82,2,1,0
2026-05-23T14:08:43.572+00:00,46,4707,4800,9.3,8.335,942,48.63,82,2,1,0
2026-05-23T14:08:43.672+00:00,46,4771,4800,9.3,8.448,967,48.63,82,2,1,0
2026-05-23T14:08:43.772+00:00,46,4822,4800,9.3,8.539,976,48.63,83,2,1,0
2026-05-23T14:08:43.872+00:00,46,4734,4800,9.3,8.383,949,47.21,83,2,1,0
2026-05-23T14:08:43.972+00:00,46,4887,4800,9.3,8.654,938,47.21,83,2,1,0
2026-05-23T14:08:44.072+00:00,46,4823,4800,9.3,8.54,950,48.61,83,2,1,0
2026-05-23T14:08:44.172+00:00,46,4740,4800,9.3,8.393,968,48.61,83,2,1,0
2026-05-23T14:08:44.272+00:00,46,4769,4800,9.3,8.445,975,48.61,83,2,1,0
2026-05-23T14:08:44.372+00:00,46,4767,4800,9.3,8.441,984,48.93,84,2,1,0
2026-05-23T14:08:44.472+00:00,46,4782,4800,9.3,8.468,986,48.93,84,2,1,0
2026-05-23T14:08:44.572+00:00,46,4756,4800,9.3,8.422,982,48.62,84,2,1,0
